Disease_Name,Crop,Disease_Type,Severity,Leaf_Color,Spot_Size,Spot_Pattern,Temperature,Humidity,Rainfall_mm,Affected_Area_Perc,Yield_Loss_Perc,Season,State,District,Disease_ID
Common_Rust,Corn,Fungal,Severe,Dark_Brown,Large,Diamond,26.15,85.99,120.95,16.74,9.86,Monsoon,Tamil Nadu,Madurai,13762
Esca_Black_Measles,Grape,Fungal,High,Gray,Small,Irregular,25.46,72.15,286.83,22.39,19.54,Winter,West Bengal,Kolkata,13763
Black_Rot,Grape,Fungal,Severe,Brown,Medium,Diamond,18.96,73.04,73.35,16.93,11.46,Monsoon,Uttar Pradesh,Lucknow,13764
Leaf_Blast,Rice,Fungal,Medium,Brown,Small,Stripes,36.29,56.92,131.6,60.49,43.65,Summer,Karnataka,Hubballi,13765
Brown_Spot,Rice,Fungal,Severe,Green,Medium,Irregular,27.41,77.85,137.86,83.74,66.17,Monsoon,Uttar Pradesh,Varanasi,13766
Northern_Leaf_Blight,Corn,Fungal,High,Green,Small,Concentric,28.64,61.99,23.61,45.9,17.46,Monsoon,West Bengal,Siliguri,13767
Yellow_Rust,Wheat,Fungal,High,Green,Small,Concentric,18.62,71.72,287.19,45.98,27.2,Summer,Punjab,Amritsar,13768
Black_Rot,Grape,Fungal,Severe,Green,Small,Concentric,37.86,66.3,145.33,48.99,37.8,Summer,West Bengal,Kolkata,13769
Black_Rot,Grape,Fungal,Medium,Dark_Brown,Medium,Diamond,18.32,92.16,85.72,70.39,53.12,Monsoon,Maharashtra,Nagpur,13770
Apple_Scab,Apple,Fungal,Medium,Brown,Large,Pustules,16.96,66.38,100.67,66.62,54.38,Summer,West Bengal,Siliguri,13771
Leaf_Blast,Rice,Fungal,Severe,Gray,Large,Irregular,30.09,77.31,182.88,8.65,7.31,Monsoon,West Bengal,Kolkata,13772
Neck_Blast,Rice,Fungal,Severe,Brown,Small,Pustules,33.36,64.08,243.34,16.21,13.54,Summer,Uttar Pradesh,Kanpur,13773
Black_Rot,Apple,Fungal,High,Dark_Brown,Large,Circular,31.72,60.69,258.45,50.85,45.18,Summer,West Bengal,Kolkata,13774
Black_Rot,Grape,Fungal,High,Brown,Large,Irregular,31.81,77.7,220.75,69.92,56.44,Summer,West Bengal,Siliguri,13775
Northern_Leaf_Blight,Corn,Fungal,Severe,Dark_Brown,Medium,Circular,27.16,59.88,97.17,28.98,24.58,Winter,Tamil Nadu,Coimbatore,13776
Apple_Scab,Apple,Fungal,High,Gray,Small,Circular,28.59,94.53,45.35,29.41,19.18,Monsoon,Uttar Pradesh,Kanpur,13777
Mosaic_Virus,Tomato,Viral,Severe,Dark_Brown,Small,Concentric,15.81,58.66,113.82,18.18,6.77,Summer,Maharashtra,Nashik,13778
Brown_Rust,Wheat,Fungal,Medium,Green,Small,Circular,22.37,79.68,84.03,13.05,7.91,Monsoon,Tamil Nadu,Salem,13779
Apple_Scab,Apple,Fungal,Medium,Dark_Brown,Medium,Diamond,34.02,69.87,176.37,35.8,12.41,Monsoon,Maharashtra,Nashik,13780
Leaf_Blast,Rice,Fungal,Medium,Gray,Large,Diamond,31.75,97.62,85.67,35.83,20.75,Monsoon,Punjab,Patiala,13781
Black_Rot,Apple,Fungal,High,Yellow,Small,Diamond,20.42,68.15,283.64,32.05,20.81,Monsoon,Tamil Nadu,Salem,13782
Common_Rust,Corn,Fungal,Medium,Yellow,Medium,Irregular,17.3,95.52,113.18,8.88,6.81,Winter,Karnataka,Mysuru,13783
Apple_Scab,Apple,Fungal,Severe,Dark_Brown,Small,Circular,25.38,59.44,95.14,61.54,20.71,Summer,Maharashtra,Nashik,13784
Neck_Blast,Rice,Fungal,High,Yellow,Large,Stripes,31.28,61.39,151.17,44.19,39,Summer,Karnataka,Bengaluru,13785
Esca_Black_Measles,Grape,Fungal,High,Green,Small,Irregular,23.13,82.45,50.18,51.4,33.16,Summer,Punjab,Amritsar,13786
Black_Rot,Apple,Fungal,High,Yellow,Small,Concentric,35.82,58.37,255.56,56.43,42.9,Monsoon,Uttar Pradesh,Varanasi,13787
Common_Rust,Corn,Fungal,High,Dark_Brown,Medium,Pustules,23.74,94.67,0.12,78.97,35.42,Winter,Tamil Nadu,Coimbatore,13788
Black_Rot,Grape,Fungal,High,Green,Medium,Pustules,18.98,55.82,22.58,14.58,10.47,Winter,Uttar Pradesh,Lucknow,13789
Mosaic_Virus,Tomato,Viral,Medium,Green,Large,Irregular,34.87,90.15,270.99,10.56,8.2,Summer,Tamil Nadu,Madurai,13790
Northern_Leaf_Blight,Corn,Fungal,Medium,Gray,Small,Diamond,15.02,78,4.14,12.32,6.23,Winter,Karnataka,Mysuru,13791
Black_Rot,Apple,Fungal,Severe,Brown,Small,Stripes,16.56,68.43,127.39,72.79,34.64,Summer,Maharashtra,Nagpur,13792
Northern_Leaf_Blight,Corn,Fungal,Severe,Yellow,Large,Stripes,19.31,90.03,113.68,80.84,59.39,Monsoon,Tamil Nadu,Salem,13793
Esca_Black_Measles,Grape,Fungal,High,Gray,Medium,Concentric,18.62,60.67,48.94,55.49,17.68,Winter,West Bengal,Kolkata,13794
Bacterial_Spot,Tomato,Bacterial,High,Gray,Large,Irregular,29.05,73.19,101.13,35.39,29.85,Monsoon,Karnataka,Bengaluru,13795
Black_Rot,Grape,Fungal,High,Gray,Medium,Circular,15.42,91.32,119.3,45.74,22.18,Summer,Karnataka,Hubballi,13796
Black_Rot,Apple,Fungal,High,Green,Medium,Stripes,22.88,76.59,167.31,33.1,20.67,Monsoon,Tamil Nadu,Coimbatore,13797
Apple_Scab,Apple,Fungal,Severe,Brown,Small,Irregular,36.02,96.86,86.02,81.89,69.98,Summer,Maharashtra,Pune,13798
Black_Rot,Apple,Fungal,Severe,Brown,Medium,Concentric,25.34,74.08,283.24,25.42,13.84,Summer,Uttar Pradesh,Kanpur,13799
Late_Blight,Tomato,Fungal,Severe,Yellow,Medium,Circular,25.22,80.12,137.72,18.96,15.38,Winter,Punjab,Patiala,13800
Apple_Scab,Apple,Fungal,Severe,Yellow,Medium,Irregular,28.31,63.19,126.29,74.08,57.48,Winter,Karnataka,Bengaluru,13801
Black_Rot,Apple,Fungal,High,Dark_Brown,Medium,Pustules,33.93,78.7,128.62,56.46,39.93,Monsoon,Uttar Pradesh,Lucknow,13802
Early_Blight,Tomato,Fungal,Severe,Yellow,Large,Concentric,31.52,72.05,196.38,38.78,14.32,Summer,Maharashtra,Pune,13803
Apple_Scab,Apple,Fungal,Severe,Dark_Brown,Large,Pustules,37.47,65.81,91.33,58.15,52.2,Summer,Uttar Pradesh,Varanasi,13804
Mosaic_Virus,Tomato,Viral,Medium,Dark_Brown,Large,Circular,16.08,69.13,94.66,42.05,36.41,Winter,Punjab,Amritsar,13805
Bacterial_Spot,Tomato,Bacterial,Severe,Green,Small,Diamond,25.61,70.33,6.55,45.98,33.03,Summer,Uttar Pradesh,Lucknow,13806
Northern_Leaf_Blight,Corn,Fungal,High,Gray,Small,Pustules,21.94,84.47,296.3,7.4,6.42,Winter,Tamil Nadu,Salem,13807
Apple_Scab,Apple,Fungal,High,Brown,Large,Irregular,17.9,68.12,22.64,72.02,38.45,Winter,Punjab,Amritsar,13808
Esca_Black_Measles,Grape,Fungal,Medium,Green,Medium,Irregular,37.12,85.4,7.52,35.39,13.18,Monsoon,Uttar Pradesh,Varanasi,13809
Brown_Rust,Wheat,Fungal,Severe,Yellow,Small,Irregular,15.33,72.45,87.7,25.1,8.14,Summer,Maharashtra,Nagpur,13810
Leaf_Blast,Rice,Fungal,Medium,Yellow,Small,Irregular,19.37,96.66,20.16,78.7,51.62,Winter,Maharashtra,Nashik,13811
Black_Rot,Grape,Fungal,High,Dark_Brown,Medium,Circular,27.12,95.36,111.09,71.95,22.07,Monsoon,Uttar Pradesh,Kanpur,13812
Early_Blight,Tomato,Fungal,Medium,Yellow,Medium,Concentric,37.05,66.81,4.12,27.54,21.59,Winter,Maharashtra,Pune,13813
Common_Rust,Corn,Fungal,Medium,Yellow,Large,Concentric,18.68,91.53,261.15,69.75,41.61,Monsoon,Punjab,Ludhiana,13814
Common_Rust,Corn,Fungal,Medium,Brown,Medium,Pustules,21.78,64.9,45.52,13.33,5.26,Monsoon,Maharashtra,Nashik,13815
Esca_Black_Measles,Grape,Fungal,Severe,Brown,Large,Stripes,17.12,76.52,135.54,64.88,24.5,Summer,Karnataka,Hubballi,13816
Northern_Leaf_Blight,Corn,Fungal,High,Gray,Medium,Irregular,19.06,91.26,30.05,54.51,27.23,Summer,Punjab,Amritsar,13817
Black_Rot,Grape,Fungal,High,Yellow,Large,Concentric,27.2,78.22,194.08,27,13.78,Winter,Maharashtra,Nagpur,13818
Yellow_Rust,Wheat,Fungal,Medium,Yellow,Medium,Stripes,36.62,89.9,136.66,17,11.44,Winter,Karnataka,Bengaluru,13819
Black_Rot,Grape,Fungal,Medium,Green,Small,Diamond,16.95,74.67,272.7,45.08,26.67,Summer,West Bengal,Bardhaman,13820
Northern_Leaf_Blight,Corn,Fungal,Severe,Gray,Small,Diamond,21.99,96.45,199.05,83.75,52.7,Monsoon,Uttar Pradesh,Varanasi,13821
Brown_Rust,Wheat,Fungal,Medium,Yellow,Small,Diamond,28.92,66.16,259.59,43.61,13.62,Summer,Uttar Pradesh,Varanasi,13822
Black_Rot,Grape,Fungal,High,Dark_Brown,Medium,Circular,31.93,76.55,94.28,71.81,61.79,Monsoon,Maharashtra,Nashik,13823
Brown_Rust,Wheat,Fungal,Severe,Yellow,Medium,Pustules,32.75,83.37,164.1,63.84,51.12,Monsoon,Punjab,Ludhiana,13824
Bacterial_Spot,Tomato,Bacterial,Medium,Green,Large,Diamond,17.49,65.82,231,61.07,33.64,Monsoon,Karnataka,Mysuru,13825
Black_Rot,Apple,Fungal,Severe,Yellow,Large,Diamond,24.77,87.46,79.46,68.08,50.61,Winter,Tamil Nadu,Coimbatore,13826
Common_Rust,Corn,Fungal,Severe,Green,Large,Pustules,24.53,71.93,101.95,73.14,33.33,Winter,Uttar Pradesh,Varanasi,13827
Apple_Scab,Apple,Fungal,Medium,Dark_Brown,Large,Pustules,26.51,89.15,73.3,48.14,24.97,Summer,West Bengal,Siliguri,13828
Early_Blight,Tomato,Fungal,High,Brown,Medium,Irregular,27.59,95.7,224.39,52.77,16.8,Winter,West Bengal,Bardhaman,13829
Apple_Scab,Apple,Fungal,Severe,Yellow,Small,Stripes,35.69,97.6,272.83,54.08,40.4,Winter,Karnataka,Mysuru,13830
Bacterial_Spot,Tomato,Bacterial,Severe,Dark_Brown,Large,Diamond,27.3,61.43,80.03,35.3,17.9,Summer,Punjab,Amritsar,13831
Brown_Rust,Wheat,Fungal,Medium,Dark_Brown,Small,Pustules,22.85,63.62,238.41,46.89,37.84,Summer,Tamil Nadu,Salem,13832
Brown_Spot,Rice,Fungal,Severe,Brown,Small,Concentric,15.07,97.71,230.76,48.93,34.86,Monsoon,Tamil Nadu,Madurai,13833
Esca_Black_Measles,Grape,Fungal,Severe,Yellow,Large,Irregular,35.21,81.04,159.2,36.86,16.07,Monsoon,Uttar Pradesh,Lucknow,13834
Northern_Leaf_Blight,Corn,Fungal,Severe,Green,Small,Diamond,26.24,61.77,279.52,9.67,6.08,Summer,Uttar Pradesh,Varanasi,13835
Brown_Spot,Rice,Fungal,Severe,Brown,Medium,Irregular,31.51,70.99,97.95,31.27,10.55,Monsoon,Tamil Nadu,Madurai,13836
Common_Rust,Corn,Fungal,Medium,Dark_Brown,Large,Concentric,26.11,82.85,26.15,9.52,5.81,Summer,Maharashtra,Pune,13837
Neck_Blast,Rice,Fungal,Medium,Yellow,Small,Concentric,37.01,96.88,292.21,5.02,2.93,Summer,Tamil Nadu,Madurai,13838
Late_Blight,Tomato,Fungal,High,Brown,Large,Diamond,37.83,61.72,232.74,43.9,33.44,Summer,Punjab,Patiala,13839
Early_Blight,Tomato,Fungal,Severe,Yellow,Large,Stripes,27.43,91.48,19.91,22.73,7.1,Winter,West Bengal,Kolkata,13840
Early_Blight,Tomato,Fungal,Medium,Dark_Brown,Medium,Irregular,37.92,78.59,273.96,61.04,54.47,Summer,Punjab,Patiala,13841
Black_Rot,Apple,Fungal,High,Yellow,Small,Irregular,18.96,93.84,244.66,83.03,29.21,Summer,Karnataka,Mysuru,13842
Black_Rot,Grape,Fungal,Medium,Gray,Large,Concentric,32.72,69.08,283.22,82.53,72.61,Summer,Karnataka,Mysuru,13843
Brown_Rust,Wheat,Fungal,Severe,Gray,Medium,Pustules,18.13,76.74,44.29,58.17,47.96,Monsoon,West Bengal,Kolkata,13844
Bacterial_Spot,Tomato,Bacterial,High,Yellow,Large,Pustules,34.8,71.88,197.57,41.41,34.84,Monsoon,Karnataka,Bengaluru,13845
Esca_Black_Measles,Grape,Fungal,Medium,Yellow,Medium,Concentric,35.11,58.93,16.85,29.1,9.63,Summer,Punjab,Patiala,13846
Brown_Rust,Wheat,Fungal,High,Dark_Brown,Large,Concentric,15.67,55.18,123.65,79.23,26.28,Summer,Tamil Nadu,Coimbatore,13847
Esca_Black_Measles,Grape,Fungal,Severe,Yellow,Medium,Circular,17.83,70.74,7.44,13.08,7.86,Winter,Punjab,Ludhiana,13848
Esca_Black_Measles,Grape,Fungal,Medium,Brown,Medium,Irregular,24.36,66.31,11.1,19.52,6.55,Summer,Tamil Nadu,Coimbatore,13849
Black_Rot,Grape,Fungal,Medium,Yellow,Small,Irregular,27.77,97.86,295.01,30.49,14.07,Summer,Uttar Pradesh,Lucknow,13850
Yellow_Rust,Wheat,Fungal,Severe,Gray,Large,Circular,20.65,57.61,64.93,55.34,32.5,Monsoon,West Bengal,Bardhaman,13851
Bacterial_Spot,Tomato,Bacterial,High,Brown,Large,Diamond,18.42,56.74,40.72,76.05,30.38,Summer,Uttar Pradesh,Lucknow,13852
Black_Rot,Grape,Fungal,High,Gray,Medium,Concentric,23.15,58.43,263.84,43.83,34.81,Monsoon,Tamil Nadu,Coimbatore,13853
Black_Rot,Apple,Fungal,High,Dark_Brown,Large,Pustules,26.5,90.73,205.77,84.45,61.09,Summer,Punjab,Amritsar,13854
Common_Rust,Corn,Fungal,High,Yellow,Small,Circular,25.58,61.75,224.26,31.27,23.81,Monsoon,West Bengal,Bardhaman,13855
Mosaic_Virus,Tomato,Viral,Medium,Brown,Medium,Pustules,33.99,66.84,22.2,63.99,24.98,Summer,West Bengal,Siliguri,13856
Brown_Spot,Rice,Fungal,Severe,Yellow,Large,Concentric,15.65,95.93,20.9,21.77,18.96,Winter,Punjab,Ludhiana,13857
Apple_Scab,Apple,Fungal,Medium,Green,Large,Irregular,32.3,55.7,142.04,8.55,6.06,Summer,Karnataka,Hubballi,13858
Early_Blight,Tomato,Fungal,Medium,Green,Large,Irregular,33.51,55.38,76.9,6.3,5.63,Winter,Tamil Nadu,Madurai,13859
Late_Blight,Tomato,Fungal,Severe,Dark_Brown,Large,Pustules,31.94,81.76,94.49,24.91,11.53,Monsoon,Karnataka,Bengaluru,13860
Leaf_Blast,Rice,Fungal,High,Brown,Small,Circular,31.98,73.19,38.85,28.05,23.71,Summer,Karnataka,Mysuru,13861
Brown_Rust,Wheat,Fungal,Severe,Brown,Large,Diamond,33.37,66.71,134.05,82.04,35.39,Summer,West Bengal,Kolkata,13862
Yellow_Rust,Wheat,Fungal,High,Gray,Medium,Circular,36.6,58.46,277.59,49.09,41.58,Summer,Uttar Pradesh,Kanpur,13863
Neck_Blast,Rice,Fungal,Medium,Yellow,Small,Pustules,36.16,95.74,279.88,34.53,23.43,Winter,Tamil Nadu,Madurai,13864
Bacterial_Spot,Tomato,Bacterial,High,Brown,Medium,Circular,16.86,91.49,273.51,23.89,12.62,Monsoon,Uttar Pradesh,Kanpur,13865
Black_Rot,Grape,Fungal,Severe,Yellow,Large,Diamond,30.74,60.16,45.14,81.96,62.37,Winter,Maharashtra,Nagpur,13866
Neck_Blast,Rice,Fungal,Severe,Green,Small,Diamond,37.11,83.35,163.73,66.87,36.9,Monsoon,Tamil Nadu,Coimbatore,13867
Brown_Rust,Wheat,Fungal,High,Dark_Brown,Medium,Stripes,22,70.96,2.55,33.76,15.5,Winter,West Bengal,Kolkata,13868
Northern_Leaf_Blight,Corn,Fungal,High,Gray,Small,Circular,19.35,75.1,118.48,6.24,2.93,Monsoon,Maharashtra,Nagpur,13869
Brown_Rust,Wheat,Fungal,Severe,Green,Small,Irregular,31.44,73.31,270.36,43.33,38.53,Monsoon,West Bengal,Siliguri,13870
Neck_Blast,Rice,Fungal,Severe,Green,Medium,Concentric,34.73,70.11,12.76,72.08,40.22,Winter,Maharashtra,Nagpur,13871
Mosaic_Virus,Tomato,Viral,Medium,Gray,Small,Pustules,29.65,73.21,298.32,6.54,3.33,Monsoon,Maharashtra,Pune,13872
Neck_Blast,Rice,Fungal,Medium,Green,Small,Pustules,16.59,82.18,84.54,56.14,30.65,Monsoon,Punjab,Patiala,13873
Yellow_Rust,Wheat,Fungal,High,Brown,Large,Concentric,20.76,91.74,145.57,50.45,18.44,Winter,Uttar Pradesh,Kanpur,13874
Bacterial_Spot,Tomato,Bacterial,High,Yellow,Large,Concentric,35.87,70.35,117.84,36.83,25.02,Summer,Karnataka,Bengaluru,13875
Late_Blight,Tomato,Fungal,Medium,Gray,Small,Pustules,27.53,79.63,281.07,58.2,26.09,Monsoon,Tamil Nadu,Coimbatore,13876
Yellow_Rust,Wheat,Fungal,Severe,Dark_Brown,Large,Circular,15.33,63.08,149.87,18.8,12.25,Monsoon,Uttar Pradesh,Kanpur,13877
Common_Rust,Corn,Fungal,Severe,Dark_Brown,Large,Irregular,25.29,75.6,233.82,62.28,23.94,Summer,Punjab,Ludhiana,13878
Yellow_Rust,Wheat,Fungal,Medium,Brown,Medium,Stripes,34.6,93.3,152.24,46.74,17.33,Winter,West Bengal,Siliguri,13879
Leaf_Blast,Rice,Fungal,Medium,Brown,Large,Pustules,29.45,61.09,159.35,41.08,32.33,Summer,Maharashtra,Nagpur,13880
Leaf_Blast,Rice,Fungal,Severe,Brown,Medium,Circular,35.54,76.13,127.95,51.84,34.02,Winter,Maharashtra,Nashik,13881
Common_Rust,Corn,Fungal,High,Brown,Large,Concentric,17.64,59.42,91.35,11.08,7.12,Monsoon,Tamil Nadu,Salem,13882
Black_Rot,Apple,Fungal,Severe,Yellow,Large,Concentric,17.61,73.32,158.96,24.54,11.84,Winter,Tamil Nadu,Salem,13883
Common_Rust,Corn,Fungal,High,Dark_Brown,Medium,Circular,23.42,81.07,264.47,59.72,36.62,Monsoon,Tamil Nadu,Coimbatore,13884
Northern_Leaf_Blight,Corn,Fungal,High,Gray,Small,Pustules,18.23,95.72,11.56,9.36,3.14,Winter,Uttar Pradesh,Lucknow,13885
Neck_Blast,Rice,Fungal,Medium,Gray,Medium,Concentric,35.42,67.58,17.04,22.55,10.42,Summer,Karnataka,Bengaluru,13886
Brown_Rust,Wheat,Fungal,Severe,Green,Medium,Circular,24.46,95.76,265.2,64.84,25.48,Winter,West Bengal,Kolkata,13887
Brown_Spot,Rice,Fungal,High,Brown,Medium,Diamond,19.88,77.84,208.91,28.33,21.74,Monsoon,Uttar Pradesh,Kanpur,13888
Esca_Black_Measles,Grape,Fungal,Severe,Dark_Brown,Medium,Circular,36.57,75.57,92.92,31.7,9.64,Winter,Maharashtra,Pune,13889
Common_Rust,Corn,Fungal,High,Gray,Medium,Diamond,23.51,69.99,151.52,41.5,16.99,Monsoon,Uttar Pradesh,Varanasi,13890
Northern_Leaf_Blight,Corn,Fungal,Severe,Gray,Small,Pustules,24.15,92.61,9.64,59.23,24.13,Monsoon,West Bengal,Siliguri,13891
Apple_Scab,Apple,Fungal,Severe,Dark_Brown,Large,Diamond,17.96,85.87,229.6,37.23,24.77,Monsoon,West Bengal,Kolkata,13892
Yellow_Rust,Wheat,Fungal,Severe,Brown,Small,Pustules,32.04,93.29,102.77,13.48,7.77,Summer,Uttar Pradesh,Kanpur,13893
Northern_Leaf_Blight,Corn,Fungal,Severe,Dark_Brown,Large,Circular,24.68,73.98,153.56,71.62,37.8,Monsoon,Maharashtra,Pune,13894
Esca_Black_Measles,Grape,Fungal,Medium,Green,Medium,Diamond,17.91,97.78,111.54,83.46,45.08,Summer,Uttar Pradesh,Varanasi,13895
Yellow_Rust,Wheat,Fungal,Severe,Gray,Small,Concentric,19.36,71.15,172.98,22.08,13.73,Winter,Tamil Nadu,Coimbatore,13896
Northern_Leaf_Blight,Corn,Fungal,High,Dark_Brown,Medium,Irregular,31.55,89.14,113.69,46.07,37.11,Summer,Uttar Pradesh,Kanpur,13897
Black_Rot,Grape,Fungal,Severe,Gray,Medium,Pustules,35.22,56.45,224.85,24.23,10.3,Summer,Tamil Nadu,Coimbatore,13898
Bacterial_Spot,Tomato,Bacterial,Severe,Dark_Brown,Large,Diamond,19.16,72.08,278.69,57.73,20.63,Monsoon,Tamil Nadu,Salem,13899
Brown_Rust,Wheat,Fungal,High,Dark_Brown,Small,Concentric,33.24,93.61,246.35,55.45,41.51,Winter,Uttar Pradesh,Lucknow,13900
Leaf_Blast,Rice,Fungal,Severe,Dark_Brown,Medium,Circular,29.56,85.63,292.75,69,47.19,Summer,Maharashtra,Nagpur,13901
Brown_Rust,Wheat,Fungal,Severe,Brown,Large,Diamond,30.17,74.7,20.96,82.18,31.4,Monsoon,Maharashtra,Nagpur,13902
Common_Rust,Corn,Fungal,Medium,Green,Medium,Irregular,37.82,58.4,103.49,60.41,39.06,Summer,Maharashtra,Nagpur,13903
Brown_Spot,Rice,Fungal,Severe,Dark_Brown,Small,Irregular,17.81,80.13,290.05,42.41,35.33,Winter,West Bengal,Kolkata,13904
Northern_Leaf_Blight,Corn,Fungal,Medium,Brown,Medium,Pustules,35.51,94.89,108.19,11.6,7.6,Monsoon,Maharashtra,Pune,13905
Esca_Black_Measles,Grape,Fungal,Severe,Gray,Small,Circular,29.38,71.33,51.86,83.7,58.58,Monsoon,West Bengal,Bardhaman,13906
Black_Rot,Apple,Fungal,High,Brown,Medium,Diamond,34.82,91.71,111.31,56.14,36.48,Summer,West Bengal,Kolkata,13907
Brown_Spot,Rice,Fungal,Severe,Green,Small,Diamond,31.03,63.34,271.22,7.29,2.49,Monsoon,Karnataka,Hubballi,13908
Brown_Spot,Rice,Fungal,High,Yellow,Large,Pustules,24.17,96.89,125.75,51.22,43.21,Winter,Tamil Nadu,Salem,13909
Late_Blight,Tomato,Fungal,High,Brown,Large,Pustules,30.75,69.54,24.84,7.83,6.69,Winter,Uttar Pradesh,Kanpur,13910
Northern_Leaf_Blight,Corn,Fungal,Severe,Dark_Brown,Large,Stripes,31.11,86.49,76.91,45.33,40.65,Winter,Uttar Pradesh,Lucknow,13911
Early_Blight,Tomato,Fungal,Severe,Brown,Small,Pustules,35.41,84.7,21.34,81.73,38.98,Summer,West Bengal,Kolkata,13912
Brown_Spot,Rice,Fungal,Severe,Yellow,Small,Pustules,35.99,57.57,162.6,21.15,10.49,Monsoon,Tamil Nadu,Madurai,13913
Black_Rot,Grape,Fungal,Severe,Dark_Brown,Large,Pustules,32.26,77.36,106.16,10.32,5.87,Monsoon,Maharashtra,Nagpur,13914
Leaf_Blast,Rice,Fungal,Severe,Brown,Medium,Irregular,25.77,73.8,101.75,46.6,40.17,Winter,West Bengal,Siliguri,13915
Common_Rust,Corn,Fungal,High,Brown,Medium,Pustules,34.12,59.47,38.79,38.04,16.04,Monsoon,Tamil Nadu,Madurai,13916
Esca_Black_Measles,Grape,Fungal,High,Yellow,Small,Diamond,31.49,92.42,275.04,82.31,69.01,Monsoon,Uttar Pradesh,Lucknow,13917
Mosaic_Virus,Tomato,Viral,High,Gray,Small,Diamond,27.46,57.5,199.13,82.53,33.75,Winter,West Bengal,Kolkata,13918
Black_Rot,Grape,Fungal,Severe,Green,Small,Concentric,35.64,70.62,268.75,47.11,21.28,Winter,Maharashtra,Pune,13919
Neck_Blast,Rice,Fungal,Severe,Green,Medium,Stripes,26.14,57.32,31.73,62.25,49.79,Winter,Karnataka,Hubballi,13920
Esca_Black_Measles,Grape,Fungal,Medium,Yellow,Medium,Circular,22.16,80.13,11.08,36.33,28.54,Winter,Maharashtra,Pune,13921
Common_Rust,Corn,Fungal,Medium,Brown,Large,Diamond,15.53,62.67,88.3,57.59,42.17,Monsoon,West Bengal,Bardhaman,13922
Brown_Spot,Rice,Fungal,Medium,Brown,Small,Circular,33.88,97.72,297.23,68.08,32.26,Winter,Maharashtra,Nagpur,13923
Apple_Scab,Apple,Fungal,Severe,Yellow,Small,Pustules,28.27,56.67,93.73,80.61,63.8,Summer,Tamil Nadu,Madurai,13924
Brown_Rust,Wheat,Fungal,Severe,Dark_Brown,Medium,Irregular,37.87,80.54,55.72,15.08,9.4,Summer,Karnataka,Hubballi,13925
Black_Rot,Grape,Fungal,High,Dark_Brown,Medium,Circular,16.46,57.86,196.05,15.27,10.57,Summer,Uttar Pradesh,Kanpur,13926
Apple_Scab,Apple,Fungal,Severe,Green,Small,Pustules,36.39,89.44,239.46,56.27,29.57,Summer,Tamil Nadu,Madurai,13927
Black_Rot,Grape,Fungal,High,Green,Medium,Circular,37.18,78.96,89,59.04,34.81,Monsoon,Punjab,Amritsar,13928
Bacterial_Spot,Tomato,Bacterial,High,Gray,Medium,Stripes,19.23,94.59,0.01,59.24,48.34,Monsoon,Punjab,Ludhiana,13929
Black_Rot,Grape,Fungal,High,Dark_Brown,Large,Stripes,22.03,57.4,15.94,35.63,26.99,Summer,Maharashtra,Nashik,13930
Esca_Black_Measles,Grape,Fungal,Severe,Green,Small,Irregular,31.27,73.5,70.45,68.48,31.08,Summer,Punjab,Patiala,13931
Northern_Leaf_Blight,Corn,Fungal,Severe,Brown,Large,Concentric,19.57,92.94,39.59,81.58,45.3,Winter,West Bengal,Bardhaman,13932
Black_Rot,Apple,Fungal,Medium,Gray,Medium,Irregular,28.6,70.36,5.47,21.54,18.41,Summer,West Bengal,Siliguri,13933
Northern_Leaf_Blight,Corn,Fungal,Severe,Brown,Small,Diamond,33.34,89.98,206.79,40.2,27.04,Summer,West Bengal,Siliguri,13934
Northern_Leaf_Blight,Corn,Fungal,High,Gray,Small,Concentric,28.4,62.45,277.44,49.18,37.41,Monsoon,Punjab,Patiala,13935
Esca_Black_Measles,Grape,Fungal,Severe,Green,Small,Circular,31.43,70.34,230.76,62.32,56.06,Summer,Karnataka,Hubballi,13936
Neck_Blast,Rice,Fungal,High,Brown,Small,Diamond,37.72,76.43,238.12,34.51,18.38,Summer,Maharashtra,Nashik,13937
Black_Rot,Grape,Fungal,Medium,Brown,Medium,Stripes,33.98,73.88,225.09,31.1,13.71,Winter,Punjab,Patiala,13938
Brown_Rust,Wheat,Fungal,Medium,Yellow,Large,Pustules,15.24,76.99,100.42,43.07,26.16,Summer,Maharashtra,Pune,13939
Black_Rot,Apple,Fungal,Severe,Green,Large,Pustules,34.6,69.35,196.31,33.49,19.68,Summer,Karnataka,Bengaluru,13940
Leaf_Blast,Rice,Fungal,Medium,Green,Small,Pustules,21.67,67.97,242.91,53.16,26.71,Winter,Uttar Pradesh,Lucknow,13941
Early_Blight,Tomato,Fungal,Medium,Gray,Small,Pustules,28.5,68.21,208.22,81.29,48.46,Monsoon,West Bengal,Siliguri,13942
Northern_Leaf_Blight,Corn,Fungal,Medium,Gray,Large,Concentric,33.56,82.84,283.8,38.09,15.49,Monsoon,Karnataka,Hubballi,13943
Neck_Blast,Rice,Fungal,High,Green,Medium,Concentric,18.61,97.95,127.96,77.16,61.97,Winter,Punjab,Patiala,13944
Black_Rot,Apple,Fungal,High,Dark_Brown,Medium,Pustules,31.58,72.17,122.82,57.68,45.92,Monsoon,Tamil Nadu,Salem,13945
